customer_id,gender,senior_citizen,partner,dependents,tenure_months,contract,internet_service,online_security,tech_support,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST-00240,Female,0,No,No,56,One year,DSL,Yes,No,Yes,Bank transfer (automatic),112.7,6275.03,No
CUST-00241,Male,0,Yes,No,66,One year,Fiber optic,No,Yes,No,Mailed check,60.84,4064.14,No
CUST-00242,Female,0,Yes,No,35,Month-to-month,No,Yes,No,Yes,Mailed check,73.89,2554.19,Yes
CUST-00243,Male,0,No,No,51,Month-to-month,DSL,No,Yes,Yes,Electronic check,55.58,2805.6,No
CUST-00244,Female,1,Yes,No,32,Two year,No,No,No,Yes,Bank transfer (automatic),58.79,1842.11,No
CUST-00245,Female,0,Yes,No,43,Two year,No,Yes,No,Yes,Credit card (automatic),42.35,1916.38,No
CUST-00246,Male,0,Yes,No,66,One year,No,No,No,No,Bank transfer (automatic),39.39,2611.5,No
CUST-00247,Female,0,Yes,No,38,Month-to-month,No,No,No,Yes,Mailed check,101.88,3881.23,Yes
CUST-00248,Male,0,No,No,42,One year,DSL,No,No,No,Mailed check,64.22,2720.56,No
CUST-00249,Female,0,No,Yes,72,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,66.01,4660.08,No
CUST-00250,Male,0,Yes,No,36,Month-to-month,DSL,Yes,No,Yes,Mailed check,48.79,1726.74,No
CUST-00251,Male,0,Yes,No,12,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,68.8,848.35,Yes
CUST-00252,Male,0,No,Yes,49,Month-to-month,DSL,Yes,No,No,Mailed check,34.92,1710.87,No
CUST-00253,Male,1,Yes,No,50,One year,No,No,No,Yes,Electronic check,49.53,2586.77,No
CUST-00254,Male,0,No,No,17,Month-to-month,DSL,Yes,No,Yes,Bank transfer (automatic),41.0,670.24,No
CUST-00255,Female,0,No,No,53,Month-to-month,DSL,No,No,Yes,Credit card (automatic),90.86,4862.74,No
CUST-00256,Male,0,No,No,4,Two year,DSL,No,Yes,Yes,Electronic check,31.96,168.14,No
CUST-00257,Female,0,Yes,Yes,23,One year,Fiber optic,No,Yes,Yes,Electronic check,41.42,959.8,No
CUST-00258,Male,1,No,Yes,62,Month-to-month,DSL,No,No,No,Credit card (automatic),24.05,1507.32,No
CUST-00259,Male,1,Yes,No,45,Month-to-month,DSL,No,Yes,Yes,Mailed check,47.2,2109.49,No
CUST-00260,Female,1,No,No,44,One year,DSL,No,No,Yes,Mailed check,55.81,2356.98,No
CUST-00261,Female,0,No,No,45,Month-to-month,DSL,No,No,No,Credit card (automatic),84.56,3822.66,No
CUST-00262,Male,0,No,No,12,Month-to-month,No,No,No,No,Credit card (automatic),60.56,748.14,No
CUST-00263,Male,0,No,Yes,70,Month-to-month,Fiber optic,No,Yes,No,Bank transfer (automatic),56.79,4004.58,No
CUST-00264,Female,0,No,Yes,21,Month-to-month,DSL,No,Yes,Yes,Electronic check,71.0,1494.15,Yes
CUST-00265,Female,0,Yes,No,57,One year,DSL,No,No,No,Bank transfer (automatic),56.14,3248.5,No
CUST-00266,Female,0,Yes,Yes,72,Month-to-month,DSL,No,No,Yes,Bank transfer (automatic),113.2,8107.1,No
CUST-00267,Male,1,No,No,17,Month-to-month,Fiber optic,No,No,Yes,Mailed check,53.18,977.48,Yes
CUST-00268,Male,0,No,No,46,Month-to-month,DSL,No,No,No,Bank transfer (automatic),73.27,3321.02,No
CUST-00269,Female,0,Yes,No,3,Month-to-month,DSL,Yes,No,Yes,Bank transfer (automatic),81.53,239.2,Yes
CUST-00270,Female,0,No,No,46,Month-to-month,DSL,No,Yes,Yes,Bank transfer (automatic),52.61,2454.1,Yes
CUST-00271,Male,0,No,Yes,32,Two year,DSL,Yes,No,No,Bank transfer (automatic),68.31,2160.17,No
CUST-00272,Male,0,Yes,Yes,5,Month-to-month,Fiber optic,No,No,Yes,Credit card (automatic),54.98,312.35,Yes
CUST-00273,Male,0,Yes,Yes,49,Month-to-month,DSL,Yes,No,Yes,Electronic check,70.48,3436.38,Yes
CUST-00274,Female,1,Yes,No,70,Month-to-month,Fiber optic,No,No,Yes,Electronic check,67.02,4697.31,Yes
CUST-00275,Male,0,Yes,No,6,One year,Fiber optic,Yes,No,Yes,Electronic check,62.19,364.08,No
CUST-00276,Male,0,Yes,No,65,Month-to-month,No,No,No,No,Electronic check,41.89,2694.01,No
CUST-00277,Male,0,Yes,Yes,61,Two year,DSL,No,Yes,No,Mailed check,102.27,6351.02,No
CUST-00278,Female,0,Yes,No,39,One year,No,No,No,No,Electronic check,76.73,2950.48,No
CUST-00279,Male,0,Yes,Yes,65,Month-to-month,No,Yes,No,No,Electronic check,33.23,2045.64,No
CUST-00280,Male,0,No,No,22,One year,No,Yes,No,Yes,Bank transfer (automatic),56.59,1204.8,No
CUST-00281,Male,0,Yes,No,52,Month-to-month,No,Yes,No,Yes,Credit card (automatic),33.61,1754.28,No
CUST-00282,Male,0,No,Yes,50,Two year,DSL,No,No,Yes,Credit card (automatic),80.24,3993.16,No
CUST-00283,Female,0,No,No,42,Two year,No,No,No,No,Electronic check,64.56,2762.45,No
CUST-00284,Male,0,No,Yes,60,Month-to-month,No,No,Yes,Yes,Electronic check,65.08,3953.91,Yes
CUST-00285,Male,0,No,No,63,One year,DSL,No,No,Yes,Bank transfer (automatic),48.15,3017.53,No
CUST-00286,Female,1,No,No,57,Month-to-month,DSL,No,Yes,Yes,Credit card (automatic),58.69,3261.22,No
CUST-00287,Male,0,Yes,No,42,Month-to-month,No,No,No,Yes,Credit card (automatic),80.74,3326.92,No
CUST-00288,Female,0,No,No,71,One year,DSL,No,No,No,Mailed check,86.12,6112.91,No
CUST-00289,Female,1,Yes,No,40,Two year,Fiber optic,Yes,Yes,No,Electronic check,81.93,3198.97,No
CUST-00290,Male,0,No,Yes,46,Month-to-month,Fiber optic,No,No,Yes,Credit card (automatic),33.96,1543.77,No
CUST-00291,Female,0,No,No,13,One year,Fiber optic,No,No,Yes,Mailed check,61.28,867.71,No
CUST-00292,Male,0,Yes,No,23,One year,DSL,No,No,Yes,Mailed check,70.07,1628.75,No
CUST-00293,Female,0,Yes,Yes,66,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,50.3,3322.08,No
CUST-00294,Male,0,No,No,36,One year,Fiber optic,No,Yes,Yes,Credit card (automatic),31.82,1093.48,No
CUST-00295,Female,1,Yes,No,37,One year,No,No,No,Yes,Mailed check,39.27,1462.08,No
CUST-00296,Female,0,Yes,No,59,One year,DSL,No,No,Yes,Bank transfer (automatic),95.0,5592.07,No
CUST-00297,Female,0,Yes,Yes,23,Two year,DSL,Yes,No,No,Bank transfer (automatic),41.17,958.84,No
CUST-00298,Male,0,Yes,No,19,Month-to-month,DSL,No,Yes,No,Credit card (automatic),65.95,1289.4,No
CUST-00299,Male,0,No,No,0,Month-to-month,DSL,No,No,Yes,Credit card (automatic),61.87,44.91,Yes
CUST-00300,Male,0,No,Yes,16,Month-to-month,No,Yes,No,No,Bank transfer (automatic),61.92,997.16,No
CUST-00301,Male,0,Yes,Yes,37,Month-to-month,DSL,No,Yes,No,Electronic check,58.6,2193.8,Yes
CUST-00302,Female,0,Yes,No,52,Month-to-month,DSL,Yes,No,Yes,Mailed check,80.78,4174.96,No
CUST-00303,Male,0,Yes,No,24,Two year,No,Yes,No,Yes,Bank transfer (automatic),65.71,1633.67,No
CUST-00304,Female,0,Yes,No,32,Month-to-month,DSL,No,No,Yes,Credit card (automatic),52.49,1635.32,No
CUST-00305,Female,0,No,Yes,16,One year,DSL,No,No,Yes,Credit card (automatic),66.03,1046.11,No
CUST-00306,Male,0,No,No,59,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,39.45,2389.38,No
CUST-00307,Male,0,Yes,No,38,Month-to-month,Fiber optic,No,No,Yes,Bank transfer (automatic),74.52,2807.68,Yes
CUST-00308,Female,0,No,No,10,Two year,No,Yes,No,No,Mailed check,51.38,446.76,No
CUST-00309,Male,0,Yes,No,44,One year,Fiber optic,No,No,No,Bank transfer (automatic),52.53,2290.78,No
CUST-00310,Male,0,No,Yes,24,Month-to-month,DSL,Yes,No,Yes,Mailed check,75.26,1875.83,No
CUST-00311,Female,0,No,Yes,63,Two year,Fiber optic,Yes,No,No,Bank transfer (automatic),56.85,3468.01,No
CUST-00312,Female,0,No,No,19,Month-to-month,No,No,No,No,Credit card (automatic),57.98,1106.74,No
CUST-00313,Male,0,No,No,63,Month-to-month,Fiber optic,No,No,Yes,Credit card (automatic),88.35,5534.35,Yes
CUST-00314,Male,0,No,Yes,50,Month-to-month,Fiber optic,Yes,Yes,Yes,Bank transfer (automatic),45.54,2268.62,No
CUST-00315,Male,0,Yes,No,9,One year,Fiber optic,Yes,No,No,Credit card (automatic),74.97,657.3,No
CUST-00316,Female,0,Yes,No,55,Month-to-month,Fiber optic,No,No,No,Electronic check,83.99,4667.47,Yes
CUST-00317,Female,0,Yes,No,52,Two year,Fiber optic,Yes,No,No,Electronic check,88.34,4596.37,No
CUST-00318,Female,0,No,No,33,Month-to-month,DSL,No,No,Yes,Credit card (automatic),108.53,3632.02,No
CUST-00319,Female,0,No,No,11,Month-to-month,Fiber optic,No,No,No,Bank transfer (automatic),52.16,637.97,No
CUST-00320,Female,0,No,No,34,Two year,DSL,Yes,No,Yes,Mailed check,47.64,1621.25,No
CUST-00321,Male,1,No,No,44,Month-to-month,Fiber optic,No,No,Yes,Bank transfer (automatic),81.34,3560.99,Yes
CUST-00322,Male,0,Yes,No,9,Month-to-month,Fiber optic,No,No,Yes,Electronic check,83.8,773.06,Yes
CUST-00323,Female,0,No,No,24,Month-to-month,DSL,No,No,No,Electronic check,49.19,1209.07,No
CUST-00324,Female,0,No,Yes,51,Month-to-month,DSL,No,Yes,Yes,Electronic check,74.7,3752.04,No
CUST-00325,Female,0,Yes,No,40,Month-to-month,No,No,No,Yes,Bank transfer (automatic),119.48,4791.0,No
CUST-00326,Male,0,Yes,Yes,72,Month-to-month,DSL,No,No,No,Electronic check,67.09,4817.8,No
CUST-00327,Male,0,Yes,No,15,One year,DSL,No,No,Yes,Electronic check,83.47,1231.03,No
CUST-00328,Male,0,Yes,Yes,56,Month-to-month,DSL,No,No,No,Bank transfer (automatic),96.53,5371.13,Yes
CUST-00329,Male,1,No,No,31,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer (automatic),115.07,3535.88,No
CUST-00330,Female,0,No,Yes,16,One year,DSL,No,No,Yes,Mailed check,69.91,1181.34,Yes
CUST-00331,Female,0,No,No,69,Month-to-month,No,Yes,No,Yes,Bank transfer (automatic),90.06,6195.94,No
CUST-00332,Male,1,Yes,No,45,One year,Fiber optic,No,Yes,No,Electronic check,49.23,2272.54,No
CUST-00333,Male,0,No,Yes,39,One year,DSL,No,No,No,Mailed check,65.5,2561.05,No
CUST-00334,Female,0,No,No,21,Month-to-month,Fiber optic,No,No,Yes,Mailed check,56.07,1120.83,No
CUST-00335,Male,0,Yes,No,64,Month-to-month,DSL,Yes,No,No,Mailed check,27.29,1756.1,No
CUST-00336,Female,0,No,No,2,Month-to-month,DSL,No,No,No,Credit card (automatic),32.94,6.48,No
CUST-00337,Female,0,Yes,Yes,8,Month-to-month,Fiber optic,No,No,Yes,Electronic check,73.6,619.16,Yes
CUST-00338,Male,0,Yes,No,13,Month-to-month,DSL,No,No,Yes,Bank transfer (automatic),73.99,951.48,No
CUST-00339,Male,0,Yes,No,47,One year,No,No,No,No,Mailed check,44.17,2118.75,No
CUST-00340,Female,0,Yes,No,7,One year,Fiber optic,No,Yes,Yes,Mailed check,96.15,744.73,No
CUST-00341,Female,0,No,No,58,Month-to-month,DSL,No,No,No,Electronic check,42.8,2395.63,No
CUST-00342,Male,0,Yes,Yes,14,Two year,No,No,Yes,Yes,Bank transfer (automatic),70.15,959.04,No
CUST-00343,Female,0,Yes,Yes,49,Month-to-month,Fiber optic,Yes,No,No,Electronic check,56.7,2717.83,Yes
CUST-00344,Female,1,Yes,No,58,Two year,DSL,No,No,No,Electronic check,67.14,4002.03,No
CUST-00345,Female,0,Yes,Yes,64,Two year,Fiber optic,No,No,Yes,Mailed check,82.97,5288.06,No
CUST-00346,Male,0,Yes,Yes,21,Month-to-month,No,Yes,No,Yes,Credit card (automatic),80.15,1617.39,Yes
CUST-00347,Female,0,Yes,No,5,Month-to-month,Fiber optic,No,No,No,Electronic check,79.16,507.82,Yes
CUST-00348,Female,0,No,Yes,55,Month-to-month,Fiber optic,No,No,No,Electronic check,76.6,4176.7,No
CUST-00349,Male,0,Yes,Yes,32,Two year,Fiber optic,Yes,No,Yes,Mailed check,39.55,1184.51,No
CUST-00350,Male,0,No,No,69,Month-to-month,DSL,No,Yes,Yes,Electronic check,87.69,5992.69,No
CUST-00351,Female,0,Yes,No,13,Two year,DSL,No,Yes,No,Bank transfer (automatic),43.79,576.43,No
CUST-00352,Male,1,No,No,41,Month-to-month,Fiber optic,No,No,Yes,Mailed check,62.88,2580.37,No
CUST-00353,Male,0,No,No,8,Month-to-month,No,No,No,No,Bank transfer (automatic),57.97,421.96,Yes
CUST-00354,Male,0,Yes,No,35,One year,Fiber optic,No,No,Yes,Electronic check,72.0,2495.75,Yes
CUST-00355,Female,1,Yes,Yes,0,Month-to-month,DSL,No,Yes,No,Electronic check,55.31,2.65,Yes
CUST-00356,Female,1,No,No,54,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,61.83,3405.02,No
CUST-00357,Male,0,Yes,Yes,44,Two year,DSL,Yes,No,No,Bank transfer (automatic),97.38,4301.38,No
CUST-00358,Female,0,No,Yes,7,Month-to-month,DSL,Yes,No,Yes,Bank transfer (automatic),39.09,245.47,No
CUST-00359,Male,0,Yes,No,36,Two year,Fiber optic,Yes,Yes,No,Electronic check,64.95,2326.78,No
CUST-00360,Female,0,Yes,No,31,Two year,DSL,Yes,Yes,Yes,Mailed check,42.72,1362.81,No
CUST-00361,Female,0,No,No,49,Month-to-month,No,No,Yes,No,Bank transfer (automatic),78.49,3930.01,No
CUST-00362,Female,1,No,Yes,36,Month-to-month,Fiber optic,No,No,No,Electronic check,50.47,1761.69,Yes
CUST-00363,Male,1,Yes,Yes,33,Month-to-month,Fiber optic,Yes,No,No,Electronic check,65.77,2226.12,No
CUST-00364,Female,0,No,No,60,One year,No,No,No,Yes,Bank transfer (automatic),38.51,2294.96,No
CUST-00365,Male,0,No,No,37,Two year,Fiber optic,Yes,No,Yes,Bank transfer (automatic),90.83,3279.5,No
CUST-00366,Female,1,Yes,No,59,Two year,No,No,No,Yes,Bank transfer (automatic),66.46,3830.03,No
CUST-00367,Male,1,Yes,Yes,64,Two year,No,No,No,Yes,Mailed check,67.76,4403.35,No
CUST-00368,Male,0,Yes,Yes,61,Month-to-month,Fiber optic,No,No,No,Credit card (automatic),81.58,5049.05,No
CUST-00369,Male,0,Yes,No,69,Month-to-month,DSL,Yes,No,No,Electronic check,39.97,2729.48,No
CUST-00370,Female,0,No,No,50,Month-to-month,DSL,No,No,No,Electronic check,52.7,2624.39,No
CUST-00371,Male,0,Yes,Yes,41,Two year,No,No,No,Yes,Bank transfer (automatic),68.4,2715.28,No
CUST-00372,Female,0,Yes,Yes,38,Month-to-month,DSL,Yes,No,Yes,Credit card (automatic),29.76,1168.98,No
CUST-00373,Male,1,No,Yes,14,Month-to-month,No,No,No,Yes,Electronic check,31.91,445.32,Yes
CUST-00374,Male,1,No,Yes,60,Month-to-month,DSL,No,Yes,Yes,Bank transfer (automatic),48.57,2836.59,No
CUST-00375,Female,1,No,No,50,Month-to-month,Fiber optic,Yes,No,No,Credit card (automatic),42.18,2119.24,No
CUST-00376,Male,0,No,Yes,63,Month-to-month,DSL,No,No,Yes,Bank transfer (automatic),58.12,3592.09,No
CUST-00377,Female,0,Yes,No,51,Month-to-month,No,No,No,Yes,Credit card (automatic),75.45,3875.82,No
CUST-00378,Female,0,No,No,35,Two year,DSL,No,Yes,No,Mailed check,80.0,2745.86,No
CUST-00379,Male,0,Yes,No,21,One year,Fiber optic,No,No,Yes,Credit card (automatic),101.19,2141.84,No
CUST-00380,Male,0,Yes,No,71,Month-to-month,No,No,No,Yes,Mailed check,64.55,4550.4,No
CUST-00381,Male,0,Yes,Yes,53,One year,DSL,Yes,No,Yes,Mailed check,68.09,3490.49,No
CUST-00382,Female,0,No,Yes,63,Month-to-month,DSL,Yes,No,Yes,Electronic check,64.5,4113.31,No
CUST-00383,Female,0,No,No,42,One year,No,No,Yes,Yes,Credit card (automatic),71.41,3051.77,No
CUST-00384,Male,0,Yes,No,37,Month-to-month,No,No,Yes,Yes,Bank transfer (automatic),72.97,2673.8,No
CUST-00385,Male,0,No,Yes,2,One year,DSL,No,No,No,Credit card (automatic),83.44,180.6,No
CUST-00386,Male,0,No,No,5,Month-to-month,Fiber optic,Yes,Yes,Yes,Bank transfer (automatic),83.36,438.71,Yes
CUST-00387,Male,0,Yes,Yes,51,Month-to-month,DSL,No,No,Yes,Mailed check,75.39,3868.41,No
CUST-00388,Female,0,No,Yes,16,One year,DSL,No,No,No,Electronic check,95.2,1609.48,No
CUST-00389,Female,1,Yes,No,5,One year,Fiber optic,No,No,Yes,Bank transfer (automatic),65.54,348.54,Yes
CUST-00390,Male,0,No,No,56,One year,DSL,No,Yes,Yes,Mailed check,52.77,2937.24,No
CUST-00391,Female,0,Yes,No,45,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer (automatic),56.04,2543.2,No
CUST-00392,Male,0,Yes,No,8,Month-to-month,DSL,Yes,No,Yes,Credit card (automatic),62.88,481.54,Yes
CUST-00393,Male,0,Yes,Yes,36,One year,No,Yes,Yes,Yes,Bank transfer (automatic),43.33,1506.6,No
CUST-00394,Female,0,Yes,Yes,34,Month-to-month,Fiber optic,No,Yes,No,Mailed check,52.73,1853.81,No
CUST-00395,Female,0,No,No,0,Month-to-month,DSL,No,No,Yes,Credit card (automatic),42.2,26.71,Yes
CUST-00396,Female,0,No,No,44,Month-to-month,No,No,Yes,Yes,Bank transfer (automatic),71.88,3069.64,No
CUST-00397,Male,0,Yes,No,28,Month-to-month,No,No,Yes,Yes,Mailed check,72.08,1984.06,No
CUST-00398,Male,0,No,Yes,64,Month-to-month,DSL,No,No,Yes,Credit card (automatic),29.62,1933.56,No
CUST-00399,Male,0,No,No,8,Month-to-month,No,No,No,No,Mailed check,51.92,337.17,No
CUST-00400,Male,0,No,No,61,One year,DSL,No,Yes,No,Electronic check,101.5,6153.85,Yes
CUST-00401,Female,0,No,No,0,One year,DSL,No,No,No,Electronic check,77.6,133.08,Yes
CUST-00402,Female,0,Yes,No,55,Two year,Fiber optic,No,No,Yes,Bank transfer (automatic),74.09,4058.4,No
CUST-00403,Male,1,Yes,No,57,One year,DSL,Yes,No,Yes,Bank transfer (automatic),51.71,3001.6,No
CUST-00404,Female,0,No,No,29,Month-to-month,Fiber optic,Yes,No,No,Credit card (automatic),70.75,2126.77,Yes
CUST-00405,Male,0,No,No,20,Two year,Fiber optic,Yes,Yes,Yes,Electronic check,64.71,1248.78,No
CUST-00406,Female,0,No,Yes,10,One year,No,No,Yes,Yes,Mailed check,49.07,504.02,Yes
CUST-00407,Male,0,No,No,24,Month-to-month,DSL,No,No,Yes,Electronic check,55.12,1425.82,Yes
CUST-00408,Male,0,Yes,No,48,Month-to-month,DSL,No,No,Yes,Mailed check,55.57,2690.34,No
CUST-00409,Female,0,No,No,52,One year,Fiber optic,Yes,No,No,Credit card (automatic),35.23,1950.24,No
CUST-00410,Male,1,Yes,No,13,One year,DSL,No,No,No,Credit card (automatic),38.53,469.05,No
CUST-00411,Male,0,Yes,No,0,One year,No,No,No,No,Mailed check,61.01,89.85,Yes
CUST-00412,Male,0,Yes,Yes,40,One year,Fiber optic,No,No,Yes,Electronic check,48.04,1922.43,No
CUST-00413,Male,1,Yes,No,42,Two year,No,No,No,No,Credit card (automatic),58.98,2460.79,No
CUST-00414,Male,0,No,No,71,Two year,Fiber optic,Yes,No,No,Electronic check,32.89,2367.19,No
CUST-00415,Male,0,Yes,No,55,One year,DSL,Yes,No,No,Electronic check,81.03,4451.08,No
CUST-00416,Female,0,No,No,40,Two year,DSL,No,No,Yes,Mailed check,106.61,4260.17,No
CUST-00417,Female,0,No,No,43,Two year,Fiber optic,Yes,No,No,Credit card (automatic),85.55,3702.91,No
CUST-00418,Male,0,No,Yes,47,Month-to-month,No,No,No,Yes,Credit card (automatic),87.61,4027.28,No
CUST-00419,Male,0,No,No,32,One year,DSL,No,No,No,Mailed check,77.52,2440.71,Yes
CUST-00420,Female,1,Yes,No,49,Month-to-month,DSL,Yes,No,No,Mailed check,70.31,3481.32,Yes
CUST-00421,Female,0,Yes,No,14,Month-to-month,Fiber optic,No,No,No,Electronic check,66.73,983.8,No
CUST-00422,Female,0,Yes,No,60,Month-to-month,DSL,Yes,No,No,Mailed check,46.71,2820.46,No
CUST-00423,Female,0,Yes,No,62,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer (automatic),78.8,4899.39,No
CUST-00424,Female,0,No,No,31,Month-to-month,DSL,No,No,No,Mailed check,77.61,2426.03,No
CUST-00425,Male,0,Yes,No,33,Month-to-month,Fiber optic,No,No,Yes,Credit card (automatic),55.74,1887.31,No
CUST-00426,Male,0,Yes,Yes,36,Month-to-month,Fiber optic,Yes,No,No,Mailed check,75.52,2647.41,Yes
CUST-00427,Female,0,Yes,Yes,59,One year,No,No,Yes,Yes,Credit card (automatic),51.12,2990.61,No
CUST-00428,Female,0,No,No,12,Two year,Fiber optic,No,No,Yes,Bank transfer (automatic),52.39,624.96,No
CUST-00429,Male,0,No,Yes,24,Two year,DSL,No,No,No,Bank transfer (automatic),80.5,1941.79,No
CUST-00430,Female,0,Yes,No,44,Month-to-month,No,No,Yes,No,Credit card (automatic),73.61,3133.36,No
CUST-00431,Male,0,No,Yes,50,Month-to-month,No,No,No,Yes,Credit card (automatic),60.36,2955.13,No
CUST-00432,Female,0,No,No,21,Two year,Fiber optic,No,No,Yes,Mailed check,58.05,1218.22,No
CUST-00433,Female,0,No,Yes,8,Month-to-month,No,No,Yes,Yes,Mailed check,68.5,598.66,Yes
CUST-00434,Male,0,Yes,Yes,37,Two year,No,No,Yes,Yes,Bank transfer (automatic),28.29,1025.78,No
CUST-00435,Male,0,No,No,46,One year,DSL,No,No,Yes,Electronic check,49.84,2259.3,No
CUST-00436,Male,0,Yes,No,55,Month-to-month,Fiber optic,No,No,No,Bank transfer (automatic),39.7,2209.93,Yes
CUST-00437,Female,0,Yes,Yes,0,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,65.24,0.0,Yes
CUST-00438,Female,0,No,Yes,1,Month-to-month,Fiber optic,No,Yes,Yes,Credit card (automatic),86.77,130.81,Yes
CUST-00439,Male,0,No,Yes,28,Month-to-month,No,Yes,Yes,No,Electronic check,74.54,2076.05,Yes
CUST-00440,Male,0,Yes,No,41,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer (automatic),54.77,2189.81,No
CUST-00441,Female,0,No,Yes,0,Two year,DSL,No,Yes,Yes,Bank transfer (automatic),50.87,71.03,No
CUST-00442,Male,0,Yes,No,12,One year,No,Yes,No,Yes,Electronic check,49.92,660.9,No
CUST-00443,Male,0,No,No,30,Month-to-month,Fiber optic,Yes,Yes,Yes,Bank transfer (automatic),104.99,3101.93,No
CUST-00444,Male,0,No,No,20,Month-to-month,DSL,No,No,Yes,Bank transfer (automatic),66.36,1346.99,Yes
CUST-00445,Female,0,No,No,51,Month-to-month,No,No,No,No,Mailed check,69.0,3502.67,Yes
CUST-00446,Female,1,No,Yes,2,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer (automatic),22.78,76.51,Yes
CUST-00447,Male,0,No,No,64,One year,Fiber optic,No,Yes,No,Mailed check,41.38,2604.54,No
CUST-00448,Female,1,No,No,12,One year,Fiber optic,Yes,No,No,Bank transfer (automatic),64.12,813.03,No
CUST-00449,Female,0,No,Yes,32,Two year,No,No,No,No,Electronic check,55.04,1821.03,Yes
CUST-00450,Male,1,No,No,72,Month-to-month,DSL,No,No,No,Mailed check,67.66,4824.15,No
CUST-00451,Female,1,Yes,No,48,Month-to-month,DSL,Yes,Yes,No,Electronic check,67.4,3238.59,No
CUST-00452,Female,0,No,No,72,Two year,Fiber optic,No,Yes,No,Electronic check,77.01,5605.52,No
CUST-00453,Male,0,Yes,No,1,One year,No,No,No,Yes,Electronic check,27.62,0.0,Yes
CUST-00454,Male,1,No,Yes,52,One year,DSL,No,No,Yes,Electronic check,42.9,2197.36,No
CUST-00455,Female,1,Yes,No,5,Month-to-month,DSL,No,No,No,Bank transfer (automatic),63.01,348.14,Yes
CUST-00456,Female,1,Yes,No,44,Two year,No,No,No,No,Electronic check,52.05,2282.17,No
CUST-00457,Male,0,No,No,23,Month-to-month,Fiber optic,No,No,No,Mailed check,58.79,1273.41,Yes
CUST-00458,Female,0,Yes,Yes,56,Month-to-month,Fiber optic,No,No,No,Electronic check,67.18,3746.07,No
CUST-00459,Female,1,Yes,Yes,9,Two year,Fiber optic,No,No,No,Mailed check,50.1,538.22,No
CUST-00460,Male,0,No,No,65,Month-to-month,Fiber optic,No,Yes,No,Electronic check,68.85,4578.39,No
CUST-00461,Female,0,Yes,Yes,35,Two year,Fiber optic,Yes,Yes,No,Mailed check,75.88,2623.95,No
CUST-00462,Male,0,Yes,Yes,37,Month-to-month,Fiber optic,No,No,Yes,Electronic check,66.3,2407.43,Yes
CUST-00463,Female,0,No,No,41,Month-to-month,Fiber optic,No,No,Yes,Bank transfer (automatic),79.41,3232.91,No
CUST-00464,Male,0,Yes,No,2,Month-to-month,DSL,No,No,Yes,Mailed check,21.54,133.18,Yes
CUST-00465,Male,0,Yes,Yes,22,Two year,No,No,Yes,Yes,Bank transfer (automatic),53.28,1214.26,No
CUST-00466,Female,0,Yes,No,51,One year,DSL,No,Yes,Yes,Credit card (automatic),82.85,4298.55,No
CUST-00467,Male,0,Yes,No,70,Month-to-month,No,Yes,No,Yes,Mailed check,47.71,3389.63,No
CUST-00468,Female,1,Yes,No,71,Month-to-month,DSL,Yes,No,No,Bank transfer (automatic),45.0,3129.03,No
CUST-00469,Male,0,Yes,Yes,39,Month-to-month,DSL,No,No,Yes,Credit card (automatic),62.47,2388.89,No
CUST-00470,Female,0,No,Yes,18,Month-to-month,DSL,No,Yes,No,Mailed check,64.65,1128.89,No
CUST-00471,Female,0,No,No,34,One year,DSL,No,No,Yes,Electronic check,54.31,1820.44,No
CUST-00472,Female,1,Yes,Yes,33,Month-to-month,Fiber optic,No,No,No,Bank transfer (automatic),101.87,3327.79,Yes
CUST-00473,Male,0,Yes,No,28,Month-to-month,Fiber optic,No,No,Yes,Bank transfer (automatic),70.73,1952.34,Yes
